True,1.1485235434956103,1.119449656035022,1.2857142857142856,12:00,Chelsea vs Fulham
True,1.1097019885394024,1.1586122211122212,1.2857142857142856,14:05,Arsenal vs Tottenham
True,1.065228279714891,1.2516878858024691,1.3333333333333333,16:15,Liverpool vs Everton
False,0.9388512346487832,1.3694547530687982,1.2857142857142856,13:30,Bristol City vs Millwall
False,0.9640175406980237,1.383100697906281,1.3333333333333333,14:00,Barnet vs Stockport County
False,0.9403183303467904,1.3673181136861523,1.2857142857142856,14:00,Bury vs Luton Town
False,0.9793813528849441,1.3127820760799485,1.2857142857142856,14:00,Chesterfield vs Grimsby
True,1.130576799069504,1.1793390191897655,1.3333333333333333,14:00,Rochdale vs Portsmouth
True,1.171666050259864,1.0973385167464116,1.2857142857142856,14:00,Shrewsbury vs Scunthorpe
False,0.9642587519682493,1.3827547124791217,1.3333333333333333,14:00,Slough vs Gillingham
False,0.9990141307919814,1.3346491228070176,1.3333333333333333,14:00,Swindon vs Woking
True,1.0541068781862304,1.2197190933110833,1.2857142857142856,14:00,Tranmere vs Southport
True,1.1281843268125693,1.1818399721084287,1.3333333333333333,12:00,Hearts vs Rangers
False,0.738982652161129,1.8944964349376114,1.4,11:00,Betis vs Real Sociedad
True,1.2352406902815625,1.2143382352941174,1.5,15:15,Girona vs Atletico Madrid
False,0.9436103351955306,1.4130126426148628,1.3333333333333333,17:30,Barcelona vs Villarreal
False,0.9258142430652446,1.4401737101374121,1.3333333333333333,19:45,Deportivo Alaves vs Sevilla
True,1.0555674015949508,1.368405695611578,1.4444444444444444,14:30,RB Leipzig vs Borussia Monchengladbach
False,0.9826732965618244,1.3876802884615387,1.3636363636363638,17:00,Eintracht Frankfurt vs Wolfsburg
False,0.92616022703812,1.3882201461252845,1.2857142857142856,11:30,AC Milan vs Parma
True,1.1200636898960923,1.2174632352941177,1.3636363636363638,14:00,Frosinone vs Cagliari
False,0.8440465773709362,1.5232740943267258,1.2857142857142856,14:00,Sassuolo vs Udinese
False,0.8153404801449494,1.6724747474747477,1.3636363636363638,14:00,Torino vs Genoa
False,0.8950886567889239,1.5640908745536053,1.4,17:00,Chievo vs Lazio
False,0.9386747990019407,1.1984981392876128,1.125,19:30,Roma vs Inter
True,1.0651157760096306,1.356138437697297,1.4444444444444444,14:00,Toulouse vs Dijon FCO
False,0.9957855532686464,1.4505577427821523,1.4444444444444444,16:00,Rennes vs RC Strasbourg
True,1.0017407497368633,1.3975671852899576,1.4,20:00,Bordeaux vs Paris St Germain
True,1.0098275088692248,1.3203575082108436,1.3333333333333333,15:00,Celtic vs Aberdeen
True,1.1240655277575364,1.0378991596638656,1.1666666666666667,06:00,Wellington Phoenix vs Perth Glory
False,0.9006493640355397,1.332372006152494,1.2,08:00,Melbourne City vs Newcastle Jets
False,0.7369903609032793,1.8502770673486784,1.3636363636363638,13:30,Club Brugge vs Standard
False,0.7809878513789129,1.7072395312925785,1.3333333333333333,17:00,Anderlecht vs Genk
True,1.0360028978579752,1.3162476344958096,1.3636363636363638,19:00,KAS Eupen vs Waasland-Beveren
True,1.002882957445341,1.329500440140845,1.3333333333333333,19:00,Bahia vs Cruzeiro
True,1.112239715591671,1.226027397260274,1.3636363636363638,19:00,Ceará SC vs Vasco da Gama
True,1.0706668470871752,1.2453298025999038,1.3333333333333333,19:00,Chapecoense vs Sao Paulo
False,0.7803493837013392,1.708636363636363,1.3333333333333333,19:00,Fluminense FC vs América-MG
False,0.9704708699122107,1.3739035087719298,1.3333333333333333,19:00,Grêmio FBPA vs Corinthians
True,1.1522849833297282,1.115795401584589,1.2857142857142856,19:00,Palmeiras vs Vitoria BA
True,1.1171198013656112,1.1935455192034141,1.3333333333333333,19:00,Paraná Clube vs SC Internacional Porto Alegre
False,0.9969159730931477,1.2896917297102568,1.2857142857142856,19:00,Sport Club do Recife vs Santos FC
False,0.9278986749490753,1.293244653103808,1.2,11:15,Ajax vs ADO Den Haag
True,1.039543529692439,1.2826142390860875,1.3333333333333333,13:30,Feyenoord vs PSV Eindhoven
True,1.0296784271735366,1.3243322649572649,1.3636363636363638,13:30,Heracles Almelo vs VVV Venlo
False,0.7805492170902509,1.7081989247311828,1.3333333333333333,15:45,Groningen vs NAC Breda
False,0.9197732134327429,1.4496327071290942,1.3333333333333333,15:00,CD Aves vs Nacional da Madeira
True,1.1062922669803,1.2052270210409746,1.3333333333333333,15:00,Portimonense vs Tondela
True,1.1602922217447356,1.1491358024691358,1.3333333333333333,17:30,GD Chaves vs Vitoria de Guimaraes
True,1.070001391677767,1.274424850511807,1.3636363636363638,20:00,Boavista FC vs Porto
True,1.0397423805245034,1.3115136876006441,1.3636363636363638,11:00,Krasnodar vs FC Ural Yekaterinburg
True,1.2631714654061021,1.2788324147785264,1.6153846153846154,13:30,Rostov vs CSKA Moscow
False,0.8093477063498306,1.853344351545791,1.5,16:00,Spartak Moscow vs Lokomotiv Moscow
False,0.6567550456736956,2.0763241525423735,1.3636363636363638,15:00,FC Basel vs BSC Young Boys
False,0.9914165692261054,1.4121208414872797,1.4,15:00,FC Zurich vs Grasshoppers Zurich
True,1.156696361165635,1.210343567251462,1.4,15:00,Lugano vs Neuchatel Xamax
True,1.061004076064509,1.361393869288606,1.4444444444444444,13:00,Bursaspor vs Erzurum BB
True,1.0999689633767846,1.2727631838830733,1.4,17:00,Besiktas vs Galatasaray
True,1.062624526311677,1.2547549019607844,1.3333333333333333,11:00,Rayo Majadahonda vs Deportivo
False,0.8934384600654406,1.526279004752586,1.3636363636363638,15:00,Osasuna vs Lugo
True,1.0607586153181665,1.3617088973735973,1.4444444444444444,17:00,Albacete Balompié vs Alcorcon
True,1.0388742906352817,1.3126095966842022,1.3636363636363638,17:00,CD Numancia vs Gimnastic
False,0.7902454544603839,1.8278427750410509,1.4444444444444444,19:30,Las Palmas vs Real Oviedo CF
True,1.156364510121944,1.2971688311688312,1.5,12:30,FC Magdeburg vs VfL Bochum
False,0.9430305538312989,1.5317048197176915,1.4444444444444444,12:30,MSV Duisburg vs Holstein Kiel
True,1.0274387623549635,1.4599410251584164,1.5,12:30,SV Sandhausen vs 1. FC Heidenheim
True,1.0907688214950786,1.3242443458042696,1.4444444444444444,00:30,Banfield vs Argentinos Juniors
True,1.0558079867577075,1.3259986830553117,1.4,20:10,Aldosivi vs San Lorenzo
True,1.2333286189095536,1.135139474212322,1.4,22:20,Independiente vs Boca Juniors
False,0.8820554806395686,1.5459757277939095,1.3636363636363638,13:30,FC Wacker Innsbruck vs Rapid Vienna
False,0.9932088637826835,1.3424500947920153,1.3333333333333333,13:30,Salzburg vs Cashpoint SCR Altach
False,0.9591728239322402,1.4595909778391527,1.4,16:00,Sturm Graz vs RZ Pellets WAC
True,1.0228901111062993,1.4121208414872797,1.4444444444444444,14:00,Dinamo Zagreb vs HNK Gorica
False,0.9051931395778533,1.546631253362023,1.4,11:00,Sønderjyske vs Nordsjaelland
True,1.056708513003519,1.3669279907084786,1.4444444444444444,13:00,Randers FC vs FC Midtjylland
False,0.8832913102948203,1.6352979222249173,1.4444444444444444,15:00,AC Horsens vs FC Copenhagen
False,0.601747295851658,2.136634920634921,1.2857142857142856,17:00,Brøndby IF vs Hobro IK
True,1.1298934218392465,1.327558839627805,1.5,17:00,Aucas vs Independiente del Valle
False,0.9842171138993194,1.4676075268817201,1.4444444444444444,17:00,Barcelona SC vs Club Deportivo Técnico Universitario
True,1.0386703118190104,1.3478771695594123,1.4,17:00,Delfin SC vs El Nacional
True,1.0019170412251115,1.4416806831414153,1.4444444444444444,17:00,Deportivo Macara vs Guayaquil City FC
False,0.8841389361185327,1.6337301587301591,1.4444444444444444,17:00,Emelec vs LDU Quito
False,0.9717877094972067,1.543546996263294,1.5,17:00,Universidad Católica del Ecuador vs Deportivo Cuenca
False,0.9610675507541617,1.4188767090994814,1.3636363636363638,13:00,MFK Ružomberok vs Spartak Trnava
